image_path,target
/Users/macbook/Downloads/gestures to speech/Train/Images/H/95.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/12.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/135.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/159.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/131.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/75.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/104.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/115.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/157.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/139.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/161.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/143.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/94.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/101.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/121.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/31.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/142.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/166.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/135.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/11.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/59.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/52.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/116.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/136.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/77.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/140.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/25.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/58.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/50.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/93.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/146.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/86.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/40.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/121.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/159.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/169.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/17.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/170.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/147.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/145.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/82.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/51.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/30.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/56.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/105.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/110.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/123.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/173.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/6.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/50.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/148.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/107.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/160.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/48.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/127.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/152.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/113.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/65.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/42.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/166.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/69.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/10.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/138.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/16.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/17.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/5.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/103.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/7.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/51.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/74.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/14.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/2.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/6.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/3.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/57.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/161.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/167.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/91.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/162.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/117.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/50.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/85.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/93.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/83.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/81.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/167.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/156.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/39.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/66.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/37.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/119.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/83.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/93.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/83.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/151.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/167.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/138.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/56.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/105.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/35.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/21.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/117.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/134.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/164.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/2.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/54.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/85.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/16.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/78.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/15.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/155.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/100.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/103.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/71.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/65.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/42.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/134.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/179.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/126.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/101.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/58.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/98.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/42.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/88.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/8.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/11.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/36.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/163.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/167.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/29.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/19.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/16.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/106.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/163.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/14.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/80.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/106.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/94.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/124.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/34.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/55.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/31.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/105.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/53.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/144.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/122.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/104.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/52.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/41.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/121.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/138.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/45.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/75.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/97.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/167.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/139.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/57.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/27.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/92.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/152.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/165.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/54.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/111.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/138.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/15.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/88.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/75.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/96.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/153.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/8.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/53.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/G/19.jpg,6.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/65.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/147.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/144.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/86.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/T/93.jpg,19.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/133.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/40.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/119.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/117.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/174.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/87.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/110.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/11.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/83.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/71.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/117.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/175.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/153.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/33.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/60.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/171.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/2.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/148.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/82.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/89.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/56.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/125.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/148.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/E/117.jpg,4.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/53.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/154.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/66.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/53.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/61.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/162.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/1.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/132.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/175.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/76.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/27.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/25.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/105.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/35.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/47.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/X/60.jpg,23.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/122.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/160.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/147.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/171.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/30.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/25.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/34.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/14.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/N/20.jpg,13.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Q/178.jpg,16.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/159.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/125.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Z/16.jpg,25.0
/Users/macbook/Downloads/gestures to speech/Train/Images/I/82.jpg,8.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/2.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/O/130.jpg,14.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/43.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/6.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/R/48.jpg,17.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/178.jpg,20.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/103.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/L/0.jpg,11.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/149.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/162.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/Y/68.jpg,24.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/22.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/K/46.jpg,10.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/49.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/165.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/S/167.jpg,18.0
/Users/macbook/Downloads/gestures to speech/Train/Images/V/58.jpg,21.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/120.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/P/4.jpg,15.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/157.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/F/84.jpg,5.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/74.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/155.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/H/101.jpg,7.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/150.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/C/49.jpg,2.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/75.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/104.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/B/35.jpg,1.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/156.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/J/69.jpg,9.0
/Users/macbook/Downloads/gestures to speech/Train/Images/M/44.jpg,12.0
/Users/macbook/Downloads/gestures to speech/Train/Images/A/115.jpg,0.0
/Users/macbook/Downloads/gestures to speech/Train/Images/W/166.jpg,22.0
/Users/macbook/Downloads/gestures to speech/Train/Images/D/74.jpg,3.0
/Users/macbook/Downloads/gestures to speech/Train/Images/U/117.jpg,20.0
